Basis Element 1,Basis Element 2,Lattice Point,Operation,Result
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, -1]",Addition,"((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 0]), array([-1, -1, -1, -1, -1, -1, -1, -1])), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, -1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, 1]",Addition,"((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 2]), array([-1, -1, -1, -1, -1, -1, -1,  1])), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, 1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 0, 0]",Addition,"((array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])), ((array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])), ((((((((array([0, 0, 0, 0, 0, 0, 1, 1]), array([-1, -1, -1, -1, -1, -1,  0,  0])), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 0, 0]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, -1]",Addition,"((array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])), ((array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 0]), array([-1, -1, -1, -1, -1, -1,  1, -1])), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, -1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, 1]",Addition,"((array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])), ((array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 2]), array([-1, -1, -1, -1, -1, -1,  1,  1])), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","(((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, 1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, -1, -1]",Addition,"((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 0]), array([-1, -1, -1, -1, -1, -1, -1, -1])), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, -1, -1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, -1, 1]",Addition,"((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 2]), array([-1, -1, -1, -1, -1, -1, -1,  1])), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, -1, 1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 0, 0]",Addition,"((array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])), ((array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])), ((((((((array([0, 0, 0, 0, 0, 0, 1, 1]), array([-1, -1, -1, -1, -1, -1,  0,  0])), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 0, 0]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 1, -1]",Addition,"((array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])), ((array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 0]), array([-1, -1, -1, -1, -1, -1,  1, -1])), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 1, -1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 1, 1]",Addition,"((array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])), ((array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 2]), array([-1, -1, -1, -1, -1, -1,  1,  1])), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((0, 0), ((0, 0), (((((((1, 0), (0, 0)), (0, 0)), ...","[-1, -1, -1, -1, -1, -1, 1, 1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, -1]",Addition,"((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 0]), array([-1, -1, -1, -1, -1, -1, -1, -1])), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, -1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, 1]",Addition,"((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 0, 2]), array([-1, -1, -1, -1, -1, -1, -1,  1])), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, -1, 1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 0, 0]",Addition,"((array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])), ((array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])), ((((((((array([0, 0, 0, 0, 0, 0, 1, 1]), array([-1, -1, -1, -1, -1, -1,  0,  0])), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0]))), (array([-1, -1, -1, -1, -1, -1,  0,  0]), array([-1, -1, -1, -1, -1, -1,  0,  0])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 0, 0]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, -1]",Addition,"((array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])), ((array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 0]), array([-1, -1, -1, -1, -1, -1,  1, -1])), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1]))), (array([-1, -1, -1, -1, -1, -1,  1, -1]), array([-1, -1, -1, -1, -1, -1,  1, -1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, -1]",Multiplication,0
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, 1]",Addition,"((array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])), ((array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])), ((((((((array([0, 0, 0, 0, 0, 0, 2, 2]), array([-1, -1, -1, -1, -1, -1,  1,  1])), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1]))), (array([-1, -1, -1, -1, -1, -1,  1,  1]), array([-1, -1, -1, -1, -1, -1,  1,  1])))))"
"((0, 0), ((0, 0), ((((((((1, 0), (0, 0)), (0, 0)),...","((((0, 0), ((((((1, 0), (0, 0)), (0, 0)), (0, 0)),...","[-1, -1, -1, -1, -1, -1, 1, 1]",Multiplication,0
"((((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, -1, -1]",Addition,"((((array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])), (((((((array([0, 0, 0, 0, 0, 0, 0, 0]), array([-1, -1, -1, -1, -1, -1, -1, -1])), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1]))), (array([-1, -1, -1, -1, -1, -1, -1, -1]), array([-1, -1, -1, -1, -1, -1, -1, -1])))"
"((((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, -1, -1]",Multiplication,0
"((((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, -1, 1]",Addition,"((((array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])), (((((((array([0, 0, 0, 0, 0, 0, 0, 2]), array([-1, -1, -1, -1, -1, -1, -1,  1])), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1]))), (array([-1, -1, -1, -1, -1, -1, -1,  1]), array([-1, -1, -1, -1, -1, -1, -1,  1])))"
"((((0, 0), (((((((1, 0), (0, 0)), (0, 0)), (0, 0))...","(((((((((1, 0), (0, 0)), (0, 0)), (0, 0)), (0, 0))...","[-1, -1, -1, -1, -1, -1, -1, 1]",Multiplication,0
